cluster_id	nematode_id_fraction	proteins
OG0000333	1.0	CP13.WP_011009987.1,CPMPRL4716.fig|195102.30.peg.1179,CPMPRL3750.fig|195102.37.peg.2579,CPF262.WP_003480427.1,CPMJR7757A.WP_060797032.1,CPJP55.WP_057230866.1,CPJGS1495.WP_003453048.1,CPMPRL4350.fig|195102.38.peg.1518,CPFORC.WP_003468458.1,CPATCC13124.WP_011590323.1,CPATCC3626.WP_003456930.1,CPMPRL4492.fig|195102.32.peg.2744,CPMPRL4725.fig|195102.36.peg.1505,CPF4969.WP_003468458.1,CPJGS1987.WP_003461460.1,CPJGS1721.WP_004460045.1,CPJP838.WP_061426642.1,CPWAL-14572.WP_003477005.1,CBOT.YP_001386086,CPJJC.WP_003468458.1,CPSM101.WP_045009175.1,CPMPRL4450.fig|195102.34.peg.162,CPMPRL4477.fig|195102.33.peg.1637,CP1207.WP_003468458.1,CPNCTC8239.WP_003471839.1,CPCP4.WP_057230866.1,CPMPRL4782.fig|195102.31.peg.268
OG0000334	1.0	CPWAL-14572.WP_003478641.1,CPMPRL4477.fig|195102.33.peg.1480,CPJGS1721.WP_003452482.1,CPCP4.WP_011591068.1,CPJGS1987.WP_003462718.1,CPMJR7757A.WP_003470569.1,CPMPRL4716.fig|195102.30.peg.810,CPF4969.WP_003452482.1,CPJGS1495.WP_003452482.1,CP13.WP_011010818.1,CPFORC.WP_060671030.1,CPMPRL3750.fig|195102.37.peg.332,CPNCTC8239.WP_003470569.1,CPATCC13124.WP_011591068.1,CPMPRL4492.fig|195102.32.peg.1364,CBOT.YP_001386088,CPF262.WP_003482164.1,CP1207.WP_003452482.1,CPATCC3626.WP_003457418.1,CPMPRL4350.fig|195102.38.peg.1359,CPJJC.WP_011591068.1,CPSM101.WP_011592998.1,CPMPRL4450.fig|195102.34.peg.1757,CPMPRL4725.fig|195102.36.peg.1351,CPMPRL4782.fig|195102.31.peg.2103,CPJP55.WP_011591068.1,CPJP838.WP_061429114.1
OG0000335	1.0	CPJP55.WP_003452275.1,CPJP838.WP_003452275.1,CPMPRL4350.fig|195102.38.peg.1358,CPJGS1721.WP_003475611.1,CPJJC.WP_003452275.1,CPNCTC8239.WP_003452275.1,CPSM101.WP_011592997.1,CPWAL-14572.WP_003452275.1,CPMPRL3750.fig|195102.37.peg.331,CPMPRL4477.fig|195102.33.peg.1479,CBOT.YP_001386089,CPF4969.WP_003452275.1,CPJGS1495.WP_003452275.1,CPMPRL4492.fig|195102.32.peg.1365,CPATCC13124.WP_003452275.1,CPATCC3626.WP_003452275.1,CP13.WP_003452275.1,CPMPRL4716.fig|195102.30.peg.809,CPJGS1987.WP_003452275.1,CPMJR7757A.WP_060795523.1,CPMPRL4450.fig|195102.34.peg.1756,CPMPRL4725.fig|195102.36.peg.1350,CPFORC.WP_003475611.1,CPMPRL4782.fig|195102.31.peg.2102,CP1207.WP_003452275.1,CPF262.WP_003452275.1,CPCP4.WP_003452275.1
OG0000336	1.0	CBOT.YP_001386093,CPSM101.WP_003452426.1,CP13.WP_011010817.1,CPJP55.WP_003452426.1,CPCP4.WP_003452426.1,CPNCTC8239.WP_003470767.1,CP1207.WP_003452426.1,CPMPRL4350.fig|195102.38.peg.1356,CPMPRL4477.fig|195102.33.peg.1477,CPFORC.WP_003452426.1,CPJGS1987.WP_003452426.1,CPWAL-14572.WP_003452426.1,CPMPRL4492.fig|195102.32.peg.1367,CPMPRL4716.fig|195102.30.peg.807,CPMPRL4725.fig|195102.36.peg.1348,CPATCC3626.WP_003452426.1,CPF4969.WP_003452426.1,CPATCC13124.WP_003452426.1,CPMPRL3750.fig|195102.37.peg.329,CPMPRL4450.fig|195102.34.peg.1754,CPMPRL4782.fig|195102.31.peg.2100,CPMJR7757A.WP_060795524.1,CPJGS1495.WP_003452426.1,CPJJC.WP_003452426.1,CPJP838.WP_061429113.1,CPJGS1721.WP_003452426.1,CPF262.WP_003452426.1
OG0000337	1.0	CPJGS1721.WP_003452406.1,CPJP838.WP_003452406.1,CBOT.YP_001386094,CPATCC3626.WP_003452406.1,CPATCC13124.WP_003452406.1,CPJJC.WP_003452406.1,CPJP55.WP_003452406.1,CPJGS1495.WP_003452406.1,CPJGS1987.WP_003452406.1,CPFORC.WP_003452406.1,CPNCTC8239.WP_003452406.1,CPMPRL4350.fig|195102.38.peg.1354,CPF262.WP_003452406.1,CPMPRL4477.fig|195102.33.peg.1475,CPMPRL4782.fig|195102.31.peg.2098,CP1207.WP_003452406.1,CPF4969.WP_003468203.1,CPMPRL4492.fig|195102.32.peg.1369,CPMPRL4716.fig|195102.30.peg.805,CPMJR7757A.WP_003452406.1,CPMPRL4725.fig|195102.36.peg.1346,CPWAL-14572.WP_003452406.1,CPCP4.WP_003452406.1,CPMPRL3750.fig|195102.37.peg.327,CPMPRL4450.fig|195102.34.peg.1752,CPSM101.WP_003452406.1,CP13.WP_003452406.1
OG0000338	1.0	CPMPRL4492.fig|195102.32.peg.1372,CPMJR7757A.WP_003452315.1,CPCP4.WP_003452315.1,CBOT.YP_001386098,CPMPRL4350.fig|195102.38.peg.1351,CPWAL-14572.WP_003452315.1,CPMPRL4450.fig|195102.34.peg.1749,CPSM101.WP_003452315.1,CPMPRL4477.fig|195102.33.peg.1472,CPF4969.WP_003452315.1,CPJJC.WP_003452315.1,CPMPRL4782.fig|195102.31.peg.2095,CPATCC13124.WP_003452315.1,CPATCC3626.WP_003452315.1,CPJGS1495.WP_003452315.1,CPJGS1721.WP_003452315.1,CPFORC.WP_003452315.1,CPMPRL4725.fig|195102.36.peg.1343,CPMPRL4716.fig|195102.30.peg.802,CPJP838.WP_003452315.1,CPF262.WP_003452315.1,CP1207.WP_003452315.1,CPJP55.WP_003452315.1,CPMPRL3750.fig|195102.37.peg.324,CP13.WP_003452315.1,CPNCTC8239.WP_003452315.1,CPJGS1987.WP_003452315.1
OG0000339	1.0	CPJP55.WP_003452379.1,CPWAL-14572.WP_003452379.1,CP13.WP_003452379.1,CPMPRL4492.fig|195102.32.peg.1373,CBOT.YP_001386099,CPMPRL4350.fig|195102.38.peg.1350,CPATCC13124.WP_003452379.1,CPMPRL4450.fig|195102.34.peg.1748,CPFORC.WP_003452379.1,CPMPRL4477.fig|195102.33.peg.1471,CPF262.WP_003468143.1,CPMPRL4782.fig|195102.31.peg.2094,CPJGS1987.WP_003452379.1,CPJP838.WP_003452379.1,CPATCC3626.WP_003452379.1,CPJJC.WP_003452379.1,CPMPRL4725.fig|195102.36.peg.1342,CPNCTC8239.WP_003452379.1,CPMPRL4716.fig|195102.30.peg.801,CPJGS1495.WP_003452379.1,CPCP4.WP_003452379.1,CP1207.WP_003452379.1,CPMJR7757A.WP_003452379.1,CPMPRL3750.fig|195102.37.peg.323,CPF4969.WP_003468143.1,CPSM101.WP_011592992.1,CPJGS1721.WP_003452379.1
OG0000341	1.0	CPFORC.WP_003452339.1,CPWAL-14572.WP_003452339.1,CPMPRL4492.fig|195102.32.peg.1374,CPJGS1721.WP_003473324.1,CP13.WP_011010813.1,CPF262.WP_003452339.1,CPCP4.WP_003457388.1,CPATCC3626.WP_003457388.1,CBOT.YP_001386101,CPJP55.WP_003452339.1,CPATCC13124.WP_003457388.1,CPMPRL4477.fig|195102.33.peg.1470,CPMPRL4782.fig|195102.31.peg.2093,CPJP838.WP_003457388.1,CPMJR7757A.WP_060795527.1,CPJJC.WP_003457388.1,CPSM101.WP_011592991.1,CPMPRL4450.fig|195102.34.peg.1747,CPF4969.WP_003468133.1,CPMPRL4725.fig|195102.36.peg.1341,CPMPRL4350.fig|195102.38.peg.1349,CPMPRL4716.fig|195102.30.peg.800,CP1207.WP_003457388.1,CPJGS1495.WP_003452339.1,CPJGS1987.WP_003452339.1,CPMPRL3750.fig|195102.37.peg.322,CPNCTC8239.WP_003470626.1
OG0000342	1.0	CPMPRL4492.fig|195102.32.peg.1375,CPMJR7757A.WP_060795528.1,CPATCC13124.WP_003457391.1,CPMPRL4450.fig|195102.34.peg.1746,CPJP55.WP_003457391.1,CP13.WP_003457391.1,CBOT.YP_001386103,CPSM101.WP_003457391.1,CPMPRL4782.fig|195102.31.peg.2092,CP1207.WP_003457391.1,CPFORC.WP_003457391.1,CPF262.WP_003457391.1,CPJGS1987.WP_003462735.1,CPMPRL4716.fig|195102.30.peg.799,CPNCTC8239.WP_003457391.1,CPMPRL4725.fig|195102.36.peg.1340,CPMPRL4350.fig|195102.38.peg.1348,CPJGS1495.WP_042259694.1,CPJJC.WP_003457391.1,CPJGS1721.WP_003473369.1,CPMPRL4477.fig|195102.33.peg.1469,CPMPRL3750.fig|195102.37.peg.321,CPWAL-14572.WP_003457391.1,CPF4969.WP_003457391.1,CPATCC3626.WP_003457391.1,CPJP838.WP_061429109.1,CPCP4.WP_003457391.1
OG0000343	1.0	CPF4969.WP_003452430.1,CPMPRL4492.fig|195102.32.peg.1376,CPF262.WP_003452430.1,CPMJR7757A.WP_060795529.1,CPJGS1987.WP_003452430.1,CPATCC3626.WP_003452430.1,CPFORC.WP_003452430.1,CPJP55.WP_003452430.1,CPMPRL4782.fig|195102.31.peg.2091,CPJJC.WP_003452430.1,CPMPRL4725.fig|195102.36.peg.1339,CPATCC13124.WP_003452430.1,CBOT.YP_001386104,CPSM101.WP_011592990.1,CPMPRL4450.fig|195102.34.peg.1745,CPJGS1495.WP_003452430.1,CP1207.WP_003452430.1,CPMPRL4716.fig|195102.30.peg.798,CPCP4.WP_003452430.1,CPNCTC8239.WP_003452430.1,CPMPRL4350.fig|195102.38.peg.1347,CPMPRL4477.fig|195102.33.peg.1468,CPJP838.WP_061429108.1,CPMPRL3750.fig|195102.37.peg.320,CP13.WP_003452430.1,CPJGS1721.WP_003452430.1,CPWAL-14572.WP_003452430.1
OG0000344	1.0	CPMJR7757A.WP_011010215.1,CPMPRL4725.fig|195102.36.peg.138,CP1207.WP_003448844.1,CPNCTC8239.WP_003448844.1,CPJP55.WP_003448844.1,CBOT.YP_001386105,CPMPRL4492.fig|195102.32.peg.982,CPF262.WP_003448844.1,CP13.WP_011010215.1,CPJP838.WP_003470410.1,CPJGS1987.WP_003448844.1,CPCP4.WP_003448844.1,CPMPRL3750.fig|195102.37.peg.1901,CPJGS1721.WP_003448844.1,CPFORC.WP_003448844.1,CPWAL-14572.WP_003448844.1,CPMPRL4350.fig|195102.38.peg.201,CPATCC3626.WP_003448844.1,CPJJC.WP_011010215.1,CPMPRL4782.fig|195102.31.peg.923,CPF4969.WP_003470410.1,CPSM101.WP_011592145.1,CPMPRL4716.fig|195102.30.peg.1755,CPMPRL4450.fig|195102.34.peg.673,CPJGS1495.WP_003448844.1,CPMPRL4477.fig|195102.33.peg.365,CPATCC13124.WP_003470410.1
OG0000345	1.0	CPATCC3626.WP_003452343.1,CPMPRL4782.fig|195102.31.peg.2090,CP1207.WP_003452343.1,CPJGS1495.WP_003452343.1,CPMPRL4450.fig|195102.34.peg.1744,CPF262.WP_003452343.1,CPMPRL4725.fig|195102.36.peg.1338,CPATCC13124.WP_003452343.1,CPMPRL4492.fig|195102.32.peg.1377,CPMJR7757A.WP_060795530.1,CBOT.YP_001386107,CPMPRL3750.fig|195102.37.peg.319,CPJP838.WP_003468131.1,CPCP4.WP_003452343.1,CPJJC.WP_003452343.1,CPJGS1721.WP_003452343.1,CPF4969.WP_003468131.1,CPMPRL4716.fig|195102.30.peg.797,CP13.WP_003452343.1,CPMPRL4350.fig|195102.38.peg.1346,CPNCTC8239.WP_003452343.1,CPMPRL4477.fig|195102.33.peg.1467,CPSM101.WP_003452343.1,CPJGS1987.WP_003462752.1,CPFORC.WP_003452343.1,CPWAL-14572.WP_003468131.1,CPJP55.WP_003468131.1
OG0000346	1.0	CPCP4.WP_057231987.1,CPJGS1987.WP_003452429.1,CPMPRL4725.fig|195102.36.peg.1335,CPJGS1721.WP_003452429.1,CPMPRL4782.fig|195102.31.peg.2087,CPJGS1495.WP_003452429.1,CP1207.WP_003452429.1,CPJP838.WP_003452429.1,CPMPRL3750.fig|195102.37.peg.316,CPF262.WP_003452429.1,CBOT.YP_001386109,CPMPRL4450.fig|195102.34.peg.1741,CP13.WP_003452429.1,CPATCC3626.WP_003452429.1,CPFORC.WP_003452429.1,CPWAL-14572.WP_003452429.1,CPMJR7757A.WP_060795555.1,CPMPRL4716.fig|195102.30.peg.794,CPMPRL4350.fig|195102.38.peg.1343,CPF4969.WP_003452429.1,CPNCTC8239.WP_003452429.1,CPATCC13124.WP_003452429.1,CPMPRL4492.fig|195102.32.peg.1380,CPMPRL4477.fig|195102.33.peg.1464,CPSM101.WP_045009261.1,CPJJC.WP_003452429.1,CPJP55.WP_003452429.1
OG0000347	1.0	CPCP4.WP_003452423.1,CPJP838.WP_003452423.1,CPMPRL4725.fig|195102.36.peg.1334,CPMPRL4782.fig|195102.31.peg.2086,CPNCTC8239.WP_003452423.1,CPATCC3626.WP_003452423.1,CBOT.YP_001386110,CPMPRL3750.fig|195102.37.peg.315,CP1207.WP_003452423.1,CPMPRL4450.fig|195102.34.peg.1740,CPSM101.WP_011592986.1,CP13.WP_003452423.1,CPJGS1721.WP_003452423.1,CPF262.WP_003452423.1,CPMPRL4716.fig|195102.30.peg.793,CPFORC.WP_003452423.1,CPJJC.WP_003452423.1,CPWAL-14572.WP_003452423.1,CPMJR7757A.WP_011592986.1,CPJGS1987.WP_003452423.1,CPF4969.WP_003452423.1,CPMPRL4492.fig|195102.32.peg.1381,CPMPRL4477.fig|195102.33.peg.1463,CPJP55.WP_003452423.1,CPJGS1495.WP_003452423.1,CPATCC13124.WP_003452423.1,CPMPRL4350.fig|195102.38.peg.1342
OG0000348	1.0	CPATCC13124.WP_003452454.1,CPMPRL4782.fig|195102.31.peg.2085,CPMPRL4725.fig|195102.36.peg.1333,CBOT.YP_001386111,CPMPRL3750.fig|195102.37.peg.314,CPJP838.WP_003452454.1,CP13.WP_003452454.1,CPF4969.WP_003452454.1,CPJGS1987.WP_003452454.1,CPJP55.WP_003452454.1,CP1207.WP_003452454.1,CPMPRL4716.fig|195102.30.peg.792,CPMJR7757A.WP_060795533.1,CPFORC.WP_003452454.1,CPF262.WP_003452454.1,CPMPRL4350.fig|195102.38.peg.1341,CPATCC3626.WP_003452454.1,CPSM101.WP_045009260.1,CPNCTC8239.WP_003452454.1,CPMPRL4492.fig|195102.32.peg.1382,CPMPRL4477.fig|195102.33.peg.1462,CPJGS1495.WP_003452454.1,CPMPRL4450.fig|195102.34.peg.1739,CPCP4.WP_003452454.1,CPWAL-14572.WP_003452454.1,CPJJC.WP_003452454.1,CPJGS1721.WP_003452454.1
OG0000349	1.0	CPNCTC8239.WP_003471104.1,CP1207.WP_003457416.1,CPMPRL4782.fig|195102.31.peg.2084,CPMPRL4725.fig|195102.36.peg.1332,CBOT.YP_001386112,CPJGS1721.WP_003457416.1,CPMPRL3750.fig|195102.37.peg.313,CPJGS1987.WP_003452366.1,CPATCC3626.WP_003457416.1,CPFORC.WP_003452366.1,CPJGS1495.WP_003452366.1,CPF262.WP_003457416.1,CPMPRL4716.fig|195102.30.peg.791,CPWAL-14572.WP_003457416.1,CPF4969.WP_003457416.1,CPMPRL4350.fig|195102.38.peg.1340,CPJJC.WP_003457416.1,CPSM101.WP_011592984.1,CP13.WP_003457416.1,CPJP55.WP_003457416.1,CPMPRL4492.fig|195102.32.peg.1383,CPMPRL4477.fig|195102.33.peg.1461,CPATCC13124.WP_003457416.1,CPJP838.WP_061429105.1,CPMPRL4450.fig|195102.34.peg.1738,CPCP4.WP_057231985.1,CPMJR7757A.WP_060795534.1
OG0000350	1.0	CPCP4.WP_057231982.1,CPMPRL4350.fig|195102.38.peg.1339,CPWAL-14572.WP_003452357.1,CPMPRL4782.fig|195102.31.peg.2083,CPMPRL4725.fig|195102.36.peg.1331,CPFORC.WP_003452357.1,CBOT.YP_001386113,CPMPRL3750.fig|195102.37.peg.312,CPATCC3626.WP_003452357.1,CP1207.WP_003452357.1,CPF4969.WP_003452357.1,CPJP838.WP_003452357.1,CPJGS1987.WP_003452357.1,CPMPRL4716.fig|195102.30.peg.790,CPATCC13124.WP_003452357.1,CPJJC.WP_003452357.1,CPMPRL4477.fig|195102.33.peg.1460,CPF262.WP_003452357.1,CPJGS1495.WP_003452357.1,CPJGS1721.WP_003473272.1,CPNCTC8239.WP_003452357.1,CPMPRL4492.fig|195102.32.peg.1384,CPMJR7757A.WP_060795536.1,CPSM101.WP_011592983.1,CPJP55.WP_003452357.1,CPMPRL4450.fig|195102.34.peg.1737,CP13.WP_003452357.1
OG0000351	1.0	CPMPRL4716.fig|195102.30.peg.789,CPMPRL4350.fig|195102.38.peg.1338,CPJJC.WP_025648401.1,CPJGS1495.WP_003452288.1,CPMPRL4782.fig|195102.31.peg.2082,CPMPRL4725.fig|195102.36.peg.1330,CP1207.WP_003452288.1,CBOT.YP_001386114,CP13.WP_003452288.1,CPCP4.WP_003452288.1,CPMPRL3750.fig|195102.37.peg.311,CPMPRL4477.fig|195102.33.peg.1459,CPNCTC8239.WP_003452288.1,CPMJR7757A.WP_060795537.1,CPFORC.WP_003452288.1,CPJP55.WP_003452288.1,CPJGS1721.WP_003452288.1,CPWAL-14572.WP_003452288.1,CPF4969.WP_003452288.1,CPJGS1987.WP_003452288.1,CPJP838.WP_003452288.1,CPATCC13124.WP_003452288.1,CPMPRL4492.fig|195102.32.peg.1385,CPSM101.WP_003452288.1,CPATCC3626.WP_003452288.1,CPMPRL4450.fig|195102.34.peg.1736,CPF262.WP_003452288.1
OG0000352	1.0	CPMPRL4716.fig|195102.30.peg.788,CPJJC.WP_003452277.1,CPF4969.WP_003452277.1,CPMPRL4350.fig|195102.38.peg.1337,CPSM101.WP_011592982.1,CPMPRL4782.fig|195102.31.peg.2081,CPJP55.WP_003452277.1,CPATCC13124.WP_003452277.1,CBOT.YP_001386115,CPATCC3626.WP_003452277.1,CPMPRL3750.fig|195102.37.peg.310,CPMPRL4477.fig|195102.33.peg.1458,CPF262.WP_003452277.1,CPJGS1721.WP_003452277.1,CPNCTC8239.WP_003452277.1,CPJP838.WP_003452277.1,CP1207.WP_049039498.1,CPFORC.WP_003452277.1,CPMPRL4725.fig|195102.36.peg.1329,CPCP4.WP_003452277.1,CPMPRL4492.fig|195102.32.peg.1386,CPJGS1495.WP_003452277.1,CPJGS1987.WP_003452277.1,CP13.WP_003452277.1,CPWAL-14572.WP_003452277.1,CPMJR7757A.WP_060795539.1,CPMPRL4450.fig|195102.34.peg.1735
OG0000353	1.0	CPATCC13124.WP_003452358.1,CPMPRL4350.fig|195102.38.peg.1336,CPMPRL4716.fig|195102.30.peg.787,CPMPRL4782.fig|195102.31.peg.2080,CPFORC.WP_003452358.1,CPJGS1721.WP_003452358.1,CBOT.YP_001386116,CPMPRL4477.fig|195102.33.peg.1457,CPMJR7757A.WP_060795540.1,CPJGS1495.WP_003452358.1,CPATCC3626.WP_003452358.1,CPJGS1987.WP_003462739.1,CPSM101.WP_011592981.1,CPMPRL3750.fig|195102.37.peg.309,CP1207.WP_003452358.1,CPMPRL4725.fig|195102.36.peg.1328,CPJP55.WP_003452358.1,CPWAL-14572.WP_003452358.1,CPF262.WP_003452358.1,CPCP4.WP_003452358.1,CPMPRL4492.fig|195102.32.peg.1387,CPJJC.WP_003452358.1,CPJP838.WP_061429104.1,CP13.WP_003452358.1,CPF4969.WP_003452358.1,CPNCTC8239.WP_003452358.1,CPMPRL4450.fig|195102.34.peg.1734
OG0000354	1.0	CPSM101.WP_011592979.1,CPJP55.WP_003470895.1,CPATCC3626.WP_003457368.1,CPMPRL4716.fig|195102.30.peg.785,CPMPRL4350.fig|195102.38.peg.1334,CBOT.YP_001386118,CPNCTC8239.WP_003470895.1,CPMPRL4477.fig|195102.33.peg.1455,CPJGS1987.WP_003452362.1,CPF262.WP_003482156.1,CP13.WP_003470895.1,CPMPRL4782.fig|195102.31.peg.2078,CPJJC.WP_025648399.1,CPJGS1721.WP_003473295.1,CPJP838.WP_061429102.1,CPCP4.WP_003457368.1,CPATCC13124.WP_003457368.1,CP1207.WP_003470895.1,CPFORC.WP_003452362.1,CPMPRL4725.fig|195102.36.peg.1326,CPMPRL3750.fig|195102.37.peg.307,CPWAL-14572.WP_003478631.1,CPF4969.WP_003468204.1,CPJGS1495.WP_003452362.1,CPMPRL4492.fig|195102.32.peg.1389,CPMJR7757A.WP_060795544.1,CPMPRL4450.fig|195102.34.peg.1732
OG0000355	1.0	CPSM101.WP_011592978.1,CPMPRL4350.fig|195102.38.peg.1333,CPMPRL4716.fig|195102.30.peg.784,CPMJR7757A.WP_060795546.1,CPWAL-14572.WP_003468179.1,CBOT.YP_001386119,CP13.WP_011010811.1,CPATCC13124.WP_003457347.1,CPJJC.WP_003457347.1,CPMPRL4477.fig|195102.33.peg.1454,CPATCC3626.WP_003457347.1,CPMPRL4492.fig|195102.32.peg.1390,CPF4969.WP_003468179.1,CPNCTC8239.WP_003470996.1,CPMPRL4782.fig|195102.31.peg.2077,CPJGS1495.WP_003452365.1,CPCP4.WP_003457347.1,CPF262.WP_003482155.1,CPMPRL4725.fig|195102.36.peg.1325,CPJP838.WP_061429101.1,CPJGS1987.WP_003452365.1,CPMPRL3750.fig|195102.37.peg.306,CPMPRL4450.fig|195102.34.peg.1731,CP1207.WP_003468179.1,CPJGS1721.WP_003473374.1,CPFORC.WP_003452365.1,CPJP55.WP_003468179.1
OG0000356	1.0	CPCP4.WP_003457419.1,CPMPRL4350.fig|195102.38.peg.1332,CPJGS1495.WP_003452401.1,CPMPRL4716.fig|195102.30.peg.783,CPF4969.WP_003468140.1,CP13.WP_011010810.1,CPMJR7757A.WP_060795548.1,CPMPRL4477.fig|195102.33.peg.1453,CPJGS1987.WP_003452401.1,CPMPRL4492.fig|195102.32.peg.1391,CPJP55.WP_003468140.1,CPFORC.WP_003452401.1,CPF262.WP_003482152.1,CPJGS1721.WP_003473376.1,CPMPRL3750.fig|195102.37.peg.305,CPWAL-14572.WP_003468140.1,CPATCC3626.WP_003457419.1,CP1207.WP_003468140.1,CPMPRL4725.fig|195102.36.peg.1324,CBOT.YP_001386120,CPJP838.WP_061429100.1,CPMPRL4782.fig|195102.31.peg.2076,CPATCC13124.WP_003457419.1,CPJJC.WP_003457419.1,CPSM101.WP_011592977.1,CPMPRL4450.fig|195102.34.peg.1730,CPNCTC8239.WP_003470567.1
OG0000357	1.0	CPCP4.WP_003452341.1,CPMJR7757A.WP_003452341.1,CPMPRL4350.fig|195102.38.peg.1331,CPJJC.WP_003452341.1,CPATCC3626.WP_003452341.1,CPJGS1987.WP_003452341.1,CP13.WP_003452341.1,CPMPRL4492.fig|195102.32.peg.1392,CPMPRL4450.fig|195102.34.peg.1729,CPJP55.WP_003452341.1,CPMPRL4782.fig|195102.31.peg.2075,CPMPRL4716.fig|195102.30.peg.782,CPFORC.WP_003452341.1,CPWAL-14572.WP_003452341.1,CPSM101.WP_003452341.1,CPF4969.WP_003452341.1,CPMPRL4477.fig|195102.33.peg.1452,CPMPRL4725.fig|195102.36.peg.1323,CBOT.YP_001386121,CPJGS1495.WP_003452341.1,CPMPRL3750.fig|195102.37.peg.304,CPF262.WP_003452341.1,CPATCC13124.WP_003452341.1,CPJGS1721.WP_003452341.1,CP1207.WP_003452341.1,CPNCTC8239.WP_003452341.1,CPJP838.WP_003452341.1
OG0000358	1.0	CPJP55.WP_003452335.1,CPMPRL4716.fig|195102.30.peg.781,CPMPRL4350.fig|195102.38.peg.1330,CP1207.WP_003452335.1,CP13.WP_011010809.1,CPF262.WP_003452335.1,CPMPRL4477.fig|195102.33.peg.1451,CPNCTC8239.WP_003452335.1,CPWAL-14572.WP_003452335.1,CPMPRL4492.fig|195102.32.peg.1393,CPMPRL4450.fig|195102.34.peg.1728,CPMPRL4782.fig|195102.31.peg.2074,CPJP838.WP_061429099.1,CPSM101.WP_011592976.1,CPMJR7757A.WP_060795550.1,CPF4969.WP_003452335.1,CPATCC13124.WP_003452335.1,CPJGS1495.WP_003452335.1,CPATCC3626.WP_003452335.1,CBOT.YP_001386122,CPFORC.WP_003452335.1,CPJGS1721.WP_003452335.1,CPJJC.WP_003452335.1,CPMPRL3750.fig|195102.37.peg.303,CPJGS1987.WP_003452335.1,CPMPRL4725.fig|195102.36.peg.1322,CPCP4.WP_003452335.1
OG0000360	1.0	CPMJR7757A.WP_003478628.1,CPATCC13124.WP_003452418.1,CPF262.WP_003452418.1,CPMPRL4725.fig|195102.36.peg.1319,CPJP55.WP_061415931.1,CPJGS1495.WP_003452418.1,CPMPRL4492.fig|195102.32.peg.1396,CPNCTC8239.WP_003452418.1,CPF4969.WP_003452418.1,CPMPRL4782.fig|195102.31.peg.2071,CPWAL-14572.WP_003478628.1,CPSM101.WP_003452418.1,CPCP4.WP_003452418.1,CP13.WP_003452418.1,CPMPRL4350.fig|195102.38.peg.1327,CPJGS1987.WP_003452418.1,CPMPRL4716.fig|195102.30.peg.778,CPFORC.WP_003478628.1,CPJP838.WP_061429096.1,CPATCC3626.WP_003452418.1,CBOT.YP_001386125,CPMPRL3750.fig|195102.37.peg.300,CPJGS1721.WP_003473329.1,CPMPRL4450.fig|195102.34.peg.1725,CPMPRL4477.fig|195102.33.peg.1448,CP1207.WP_003452418.1,CPJJC.WP_003452418.1
OG0000361	1.0	CPCP4.WP_003457380.1,CPNCTC8239.WP_003470647.1,CP13.WP_003468230.1,CPJP838.WP_003462673.1,CPWAL-14572.WP_003478626.1,CPJJC.WP_003468230.1,CPJGS1721.WP_003468230.1,CPJGS1495.WP_003452486.1,CPMPRL4725.fig|195102.36.peg.1317,CPATCC3626.WP_003457380.1,CPMPRL4492.fig|195102.32.peg.1398,CPMJR7757A.WP_060794645.1,CP1207.WP_003468230.1,CPMPRL4450.fig|195102.34.peg.1723,CPMPRL3750.fig|195102.37.peg.1894,CPMPRL4716.fig|195102.30.peg.776,CPJGS1987.WP_003462673.1,CPMPRL4350.fig|195102.38.peg.1325,CPFORC.WP_003462673.1,CBOT.YP_001386126,CPMPRL4477.fig|195102.33.peg.1446,CPF4969.WP_003468230.1,CPSM101.WP_011592972.1,CPMPRL4782.fig|195102.31.peg.2069,CPJP55.WP_003468230.1,CPF262.WP_003482145.1,CPATCC13124.WP_003457380.1
OG0000362	1.0	CPWAL-14572.WP_003470573.1,CPATCC3626.WP_003457387.1,CPNCTC8239.WP_003470573.1,CP13.WP_011010805.1,CPF4969.WP_003468217.1,CPMPRL4492.fig|195102.32.peg.1399,CPJP838.WP_061429094.1,CPJJC.WP_003470573.1,CPJGS1495.WP_003452332.1,CPMPRL4725.fig|195102.36.peg.1316,CPJP55.WP_003470573.1,CPMPRL4450.fig|195102.34.peg.1722,CPMPRL4716.fig|195102.30.peg.775,CPMPRL3750.fig|195102.37.peg.1893,CPMPRL4350.fig|195102.38.peg.1324,CPFORC.WP_060671028.1,CPMJR7757A.WP_060794646.1,CPCP4.WP_057231980.1,CBOT.YP_001386127,CP1207.WP_003470573.1,CPMPRL4477.fig|195102.33.peg.1445,CPJGS1987.WP_003462731.1,CPATCC13124.WP_003457387.1,CPF262.WP_003482143.1,CPMPRL4782.fig|195102.31.peg.2068,CPSM101.WP_011592971.1,CPJGS1721.WP_003473290.1
